10.9,-73.97489,40.759088,-73.970657,40.796762,1,0
10.9,-73.996542,40.74797,-73.975082,40.787575,1,1
14.5,-73.879478,40.724003,-73.853958,40.716368,1,2
13.0,-73.97418975830078,40.78383255004883,-73.99554443359375,40.749813079833984,1,3
4.9,-73.975884,40.765513,-73.98107,40.765778,1,4
5.0,-73.998785,40.739953,-73.999444,40.747482,1,5
7.5,-74.002011,40.750752,-73.983832,40.773732,1,6
20.5,-73.95597,40.771925,-73.925827,40.768997,1,7
10.0,-73.992727,40.723397,-73.995695,40.741075,6,8
6.5,-73.985705,40.741277,-74.001407,40.737087,1,9
14.5,-73.94786,40.781172,-73.937914,40.849111,1,10
8.1,-73.958968,40.78037,-73.969532,40.763388,1,11
18.5,-73.958089,40.760627,-74.009293,40.734084,1,12
14.5,-73.954663,40.785757,-73.982803,40.7618,1,13
5.5,-73.978112,40.75263,-73.989415,40.757277,1,14
7.5,-73.97723388671875,40.75589370727539,-73.9695816040039,40.762725830078125,2,15
6.0,-73.963092,40.777662,-73.953057,40.785872,2,16
6.5,-73.9686,40.791607,-73.982662,40.778147,2,17
6.9,-73.975394,40.76069,-73.991019,40.743887,2,18
6.5,-73.985373,40.743833,-73.98846,40.749027,1,19
12.0,-73.99308013916016,40.73674011230469,-73.99861907958984,40.760711669921875,1,20
8.1,-73.971006,40.798263,-73.97907,40.773327,1,21
15.3,-73.992197,40.748332,-73.987728,40.719907,2,22
11.0,-74.014416,40.716966,-74.003237,40.749126,1,23
3.5,-73.993632,40.762192,-73.991157,40.75772,2,24
12.0,-73.97736358642578,40.7381591796875,-73.99162292480469,40.759490966796875,6,25
18.5,-73.975011,40.782414,-73.975948,40.7557,1,26
12.5,-73.97176,40.749662,-73.998269,40.729704,1,27
9.5,-73.972275,40.796642,-73.954725,40.780797,6,28
5.7,-73.960697,40.772425,-73.982107,40.752212,5,29
4.9,-73.95699,40.782886,-73.960261,40.770292,1,30
5.7,-73.991063,40.766082,-73.989508,40.758793,2,31
6.1,-73.976901,40.774766,-73.961449,40.775786,1,32
8.0,-73.964167,40.756822,-73.960172,40.776065,5,33
10.0,-73.969317,40.760637,-73.985565,40.752997,1,34
6.0,-73.979962,40.746197,-73.99338,40.736445,1,35
13.7,-73.988302,40.764452,-73.944283,40.80982,1,36
10.9,-73.971577,40.762547,-74.002727,40.749877,2,37
5.5,-74.01598,40.709887,-74.008828,40.714612,1,38
4.5,-74.00673,40.731198,-73.999147,40.744255,1,39
6.5,-73.979734,40.720345,-74.001905,40.725683,1,40
5.7,-74.002848,40.733695,-74.007634,40.739525,1,41
7.3,-73.968872,40.754143,-73.988855,40.744,1,42
8.5,-73.980977,40.763495,-73.996142,40.768178,1,43
37.0,-73.86331,40.769567,-74.0023,40.677107,3,44
5.3,-73.976302,40.728755,-73.991257,40.728325,4,45
4.9,-73.964545,40.772946,-73.954039,40.77887,1,46
6.1,-73.988745,40.74838,-73.988772,40.737077,2,47
13.5,-73.977369,40.752041,-73.989784,40.729519,1,48
12.0,-73.97855,40.762692,-73.993737,40.745812,2,49
8.0,-73.988282,40.768992,-73.964272,40.764642,1,50
34.8,-73.98492,40.74776,-73.865384,40.770787,1,51
6.5,-73.960523,40.771582,-73.983193,40.769788,2,52
4.5,-73.983091,40.729983,-73.974742,40.741985,1,53
8.9,-73.98234,40.768292,-73.958713,40.799693,2,54
15.5,-74.004869,40.71867,-73.98485,40.768341,1,55
7.3,-73.992638,40.734077,-73.978437,40.751492,1,56
4.1,-73.985915,40.740054,-73.977061,40.736554,1,57
11.3,-73.979398,40.76642,-74.004862,40.721475,2,58
5.5,-74.005434,40.72874,-74.010982,40.713394,1,59
4.1,-74.006805,40.743197,-74.002308,40.738527,5,60
6.5,-73.98967742919922,40.7340202331543,-73.99201965332031,40.72913360595703,3,61
7.5,-73.963025,40.766728,-73.97839,40.777527,1,62
14.5,-73.962092,40.770582,-74.008052,40.745467,1,63
3.3,-73.950096,40.775406,-73.950865,40.770919,2,64
6.0,-73.987852,40.765097,-73.984432,40.756642,2,65
4.5,-73.970145,40.762543,-73.965316,40.768886,1,66
20.0,-73.983323,40.773485,-73.978875,40.723965,1,67
4.5,-73.977086,40.784446,-73.967159,40.798479,3,68
4.9,-73.98646,40.75454,-73.98445,40.748025,1,69
7.0,-73.996805,40.747485,-73.984648,40.745635,6,70
4.5,-73.960861,40.78114,-73.966906,40.789137,1,71
4.5,-73.921935,40.75537,-73.914417,40.764773,1,72
5.5,-73.96770477294922,40.78775405883789,-73.96442413330078,40.77585220336914,1,73
9.7,-73.998913,40.761063,-73.968958,40.762323,1,74
10.5,-74.000925,40.721375,-73.990517,40.715882,1,75
31.5,-73.783655,40.648682,-73.931233,40.680182,1,76
7.7,-73.98612,40.755245,-73.988892,40.774314,3,77
5.5,-73.99418640136719,40.7518310546875,-73.99237060546875,40.76248550415039,3,78
13.3,-73.952522,40.789926,-73.992597,40.762662,1,79
12.5,-73.979877,40.748835,-73.973927,40.763927,2,80
5.7,-73.982013,40.771527,-73.982327,40.761945,2,81
10.5,-73.995535,40.721633,-73.989619,40.741332,3,82
5.5,-73.98532,40.738535,-73.979288,40.73272,1,83
5.5,-73.988477,40.731702,-73.997552,40.733582,1,84
4.5,-73.9482,40.782825,-73.955745,40.779732,1,85
6.5,-74.00544738769531,40.72028350830078,-74.00928497314453,40.70840072631836,3,86
6.0,-73.972183,40.749843,-73.979654,40.732838,1,87
11.0,-73.997035,40.757367,-73.97439,40.74701,3,88
8.1,-73.98162,40.759617,-73.972372,40.791012,1,89
7.0,-73.95718,40.766522,-73.958542,40.778552,5,90
7.5,-73.981542,40.740919,-74.00077,40.746339,1,91
2.9,-73.955671,40.779367,-73.958277,40.775617,1,92
17.3,-73.971506,40.760567,-73.971963,40.796946,1,93
6.1,-73.995045,40.725998,-74.004505,40.734823,1,94
6.9,-73.990417,40.771998,-73.966307,40.764775,1,95
5.5,-73.982085,40.759027,-73.980317,40.765935,6,96
16.0,-74.00109,40.731757,-73.95064,40.78912,6,97
6.5,-74.002465,40.750257,-73.980183,40.744467,5,98
4.9,-73.980783,40.769095,-73.96573,40.771622,5,99
10.0,-73.962008,40.759527,-73.97139,40.781412,1,100
8.0,-73.99051666259766,40.75641632080078,-73.97898864746094,40.75908660888672,1,101
8.1,-73.974596,40.760788,-73.984167,40.77543,1,102
6.5,-73.984584,40.739563,-73.991295,40.750023,1,103
18.9,-73.942512,40.777687,-74.014868,40.711308,5,104
4.9,-73.989477,40.735856,-73.984633,40.741307,1,105
14.9,-73.979557,40.749338,-74.01626,40.704733,1,106
11.0,-73.959083,40.773367,-73.981918,40.766452,1,107
6.5,-73.980452,40.760458,-73.984741,40.748151,1,108
6.5,-73.956062,40.778815,-73.962017,40.771207,1,109
57.54,-73.9832992553711,40.76068115234375,-73.79027557373047,40.643653869628906,2,110
15.5,-73.948373,40.774222,-73.988687,40.727235,1,111
5.3,-73.98369,40.766387,-73.99588,40.769277,5,112
8.5,-73.97904,40.777264,-74.001409,40.746327,1,113
4.9,-74.0054,40.72643,-74.006273,40.739588,2,114
15.0,-73.959135,40.783365,-73.985774,40.746852,1,115
7.0,-73.9744,40.78327,-73.9744,40.78327,1,116
6.5,-74.003993,40.716908,-73.979848,40.713636,1,117
44.5,-73.954335,40.764315,-73.965542,40.606142,1,118
6.9,-73.982317,40.731362,-74.001876,40.724842,1,119
7.5,-73.974345,40.747757,-73.986255,40.728062,6,120
5.0,-74.014352,40.71478,-74.009289,40.724157,1,121
8.5,-73.998055,40.736649,-73.97706,40.747124,2,122
8.5,-73.992476,40.734404,-74.002429,40.728181,2,123
6.5,-74.001988,40.730212,-73.988887,40.738707,1,124
7.3,-73.979658,40.76591,-73.99216,40.74245,3,125
3.5,-73.97831,40.745379,-73.974824,40.747651,4,126
9.0,-73.992132,40.728875,-73.996042,40.749135,4,127
3.5,-73.989227,40.669612,-73.982497,40.666507,2,128
6.5,-73.953779,40.782037,-73.96775,40.767902,1,129
8.9,-73.995065,40.759533,-73.962205,40.773838,5,130
16.1,-73.957137,40.783293,-73.983597,40.718603,1,131
8.9,-73.98856,40.736235,-73.988517,40.752635,1,132
7.3,-73.979952,40.784144,-73.986986,40.76284,1,133
6.0,-73.991258,40.75505,-73.987963,40.764068,1,134
18.5,-74.004041,40.752118,-73.940396,40.80559,2,135
19.3,-73.969505,40.76577,-73.991323,40.701522,1,136
